,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO
3414,Madrid-Sur,28059784,EIPR,PEQUEÑO PRINCIPE,"Calle Juan De Juanes, 10 ",Móstoles,-,28933,916178946,-,gemaperezdelgado74@gmail.com,-,Privado,Primaria
3415,Madrid-Este,28062370,EIPR,PEQUEÑO SOCRATES,"Avenida De Pablo Iglesias, 84 ",Rivas-Vaciamadrid,-,28521,914998969,914998969,pequenosocrates@gmail.com,educadorassocrates@gmail.com,Privado,Primaria
3416,Madrid-Capital,28065437,EIPR,PEQUEÑOS AMIGOS,"Avenida De Monasterio De El Escorial, 74 ",Madrid,Fuencarral-El Pardo,28034,917297492,-,caceituno78@yahoo.es,escuela.littlefriends@hotmail.com,Privado,Primaria
3417,Madrid-Oeste,28074554,EIPR,PEQUEÑOS ASTRONAUTAS,"Avenida De Atenas, 73 ","Rozas de Madrid, Las",-,28232,916379888,-,infoastronautas@gmail.com,-,Privado,Primaria
3418,Madrid-Capital,28068581,EIPR,PEQUEÑOS BICHITOS,"Calle De Ocaña, 12 ",Madrid,Latina,28047,679572073,-,anaimarin22@gmail.com,pbichitos@gmail.com,Privado,Primaria
3419,Madrid-Capital,28078523,EIPR,PEQUEÑOS GIGANTES,"Avenida Del Santuario De Valverde, 54 ",Madrid,Fuencarral-El Pardo,28049,659600484,-,maiaricuenta@gmail.com,-,Privado,Primaria
3420,Madrid-Oeste,28072739,EIPR,PEQUEÑOS SUEÑOS,"Avenida De La Condesa De Chinchón, 107 ",Boadilla del Monte,-,28660,645874604,-,eilittledreams@gmail.com,-,Privado,Primaria
3421,Madrid-Norte,28077609,EIPR,PEQUEÑOS SUEÑOS,"Avenida De Madrid, 19 ",Tres Cantos,-,28790,629313147,-,montessoripeques@gmail.com,-,Privado,Primaria
3422,Madrid-Capital,28065863,EIPR,PEQUES,"Calle De Los Montes De Barbanza, 5 ",Madrid,Villa de Vallecas,28031,913315966,-,mr.peques@hotmail.com,-,Privado,Primaria
3423,Madrid-Capital,28064895,EIPR,PEQUES,"Calle De Fernando Vii, 5 ",Madrid,San Blas-Canillejas,28037,917545302,-,info@escuelapeques.es,-,Privado,Primaria
3424,Madrid-Capital,28073616,EIPR,PEQUE'S SCHOOL,"Avenida De Betanzos, 78 ",Madrid,Fuencarral-El Pardo,28034,912309245,981163183,ospequerrechos@hotmail.com,info@gestoriaotero.com,Privado,Primaria
3425,Madrid-Sur,28067495,EIPR,PEQUESOL,"Avenida Libertad, 62 ",Leganés,-,28917,916429746,916429746,-,pequesol@hotmail.com,Privado,Primaria
3426,Madrid-Sur,28068918,EIPR,PEQUESUR,"Calle Polonia, 6 ",Leganés,-,28916,916867787,-,info@pequesur.com,-,Privado,Primaria
3427,Madrid-Este,28071176,EIPR,PEZ GLOBO,"Ronda Del Sur, 10 ",Arganda del Rey,-,28500,639566455,-,info@eipezglobo.es,-,Privado,Primaria
3428,Madrid-Capital,28078705,EIPR,PIECITOS,"Calle Del Jacobeo, 46 ",Madrid,Carabanchel,28054,651176707,-,info@ceinfantilpiecitos.com,-,Privado,Primaria
3429,Madrid-Sur,28065218,EIPR,PIKABU,"Calle Las Dehesillas, 7 ",Parla,-,28981,912884535,-,info@escuelainfantilpikabu.es,eipikabu@gmail.com,Privado,Primaria
3430,Madrid-Este,28077968,EIPR,PIKEKOS,"Avenida De La Técnica, 43 ",Rivas-Vaciamadrid,-,28522,911261550,-,Eipikekos@gmail.com,-,Privado,Primaria
3431,Madrid-Sur,28076939,EIPR,PINCELES Y ACUARELAS,"Paseo De María Lejárraga, 4 ",Getafe,-,28905,606820121,-,marta@pincelesyacuarelas.es,-,Privado,Primaria
3432,Madrid-Sur,28069893,EIPR,PINOCHO,"Calle Panadés, 4 ",Leganés,-,28915,699742096,-,-,centroinfantilpinocho@hotmail.com,Privado,Primaria
3433,Madrid-Capital,28062655,EIPR,PINOCHO,"Calle De Cavanilles, 36 ",Madrid,Retiro,28007,914334475,-,administracion@colegioinfantilpinocho.com,direccion@colegioinfantilpinocho.com,Privado,Primaria
3434,Madrid-Sur,28066144,EIPR,PIO PIO 4,"Poligono La Sendilla, Sector S-18 A Este (n-iv, Km 33) ",Ciempozuelos,-,28350,918093614,918093566,ciempozuelos@piupiuserveis.com,-,Privado,Primaria
3435,Madrid-Capital,28061560,EIPR,PIPO'S,"Calle Del General Palanca, 4 ",Madrid,Arganzuela,28045,914736299,-,-,escuelaspipos@gmail.com,Privado,Primaria
3436,Madrid-Oeste,28065838,EIPR,PIPPIU,"Calle Los Nardos, 2 ",Collado Villalba,-,28400,918490393,-,eipippiu@hotmail.com,sbgalocha@hotmail.com,Privado,Primaria
3437,Madrid-Capital,28063398,EIPR,PIPPO,"Calle De Clara Del Rey, 33 ",Madrid,Chamartín,28002,914158793,-,escinfpippo@gmail.com,-,Privado,Primaria
3438,Madrid-Oeste,28066983,EIPR,PIQUIO,"Calle Evaristo Cerezo, 11 ",Pozuelo de Alarcón,-,28223,915185638,-,escuelainfantilpiquio@gmail.com,informacion@escuelainfantilpiquio.es,Privado,Primaria
3439,Madrid-Sur,28066223,EIPR,PIRUETAS,"Calle Laguna De Antela, 1 ",Parla,-,28981,916980650,916980650,piruetas@piruetas.es,betina@piruetas.es,Privado,Primaria
3440,Madrid-Este,28072855,EIPR,PIRULETAS,"Calle De Rosalía De Castro, 5 ",Torrejón de Ardoz,-,28850,910443296,-,piruletasescuelainfantil@gmail.com,-,Privado,Primaria
3441,Madrid-Sur,28057121,EIPR,PITUCO,"Calle Nardo, 2 ",Parla,-,28981,916995995,-,eipituco1@gmail.com,-,Privado,Primaria
3442,Madrid-Sur,28066995,EIPR,PITUCO II,"Calle Pilar Benito, 1 ",Parla,-,28981,916990601,-,eipituco2@gmail.com,-,Privado,Primaria
3443,Madrid-Sur,28056679,EIPR,PITUFOS,"Calle De La Constitución, 51 ",Navalcarnero,-,28600,636693632,-,m.carmengarcia@escuelainfantilpitufos.com,guarderiapitufosmari@outlook.es,Privado,Primaria
3444,Madrid-Capital,28077221,EIPR,PIZCAS,"Calle Del General Cabrera, 23 ",Madrid,Tetuán,28020,619360969,-,pizcas.infantil@gmail.com,mjferben@gmail.com,Privado,Primaria
3445,Madrid-Sur,28069947,EIPR,PLANETA ENANO LORANCA,"Urbanizacion Nuevo Versalles, 11 ",Fuenlabrada,-,28942,914865218,-,littlebrains2020@hotmail.com,cmloranca@hotmail.com,Privado,Primaria
3446,Madrid-Capital,28078641,EIPR,PLANETA ENANO NIÑO JESUS,"Avenida De Menéndez Pelayo, 65 ",Madrid,Retiro,28009,916256475,-,miguelangel.leal@hotmail.com,-,Privado,Primaria
3447,Madrid-Sur,28075686,EIPR,PLANETA ENANO SEVERO OCHOA,"Avenida Orellana, S/n ",Leganés,-,28911,914818528,914818529,miguelangel.leal@hotmail.com,planetaenano@planetaenano.com,Privado,Primaria
3448,Madrid-Sur,28061456,EIPR,PLATERO Y YO,"Avenida De Los Andes, 14 ",Fuenlabrada,-,28945,687320680,-,tefygraff@gmail.com,-,Privado,Primaria
3449,Madrid-Oeste,28068530,EIPR,PLI'S PLA'S,"Calle San Rafael, 3 ",Pozuelo de Alarcón,-,28224,917157003,-,informacion@plisplasguarderia.es,-,Privado,Primaria
3450,Madrid-Norte,28065048,EIPR,POCAS PUAS,"Calle De Las Eras, 57 ",Pedrezuela,-,28723,918433355,-,info@escuelainfantilpocaspuas.es,info@escualinfantilpocaspuas.es,Privado,Primaria
3451,Madrid-Este,28072685,EIPR,POCHOLINES,"Calle De Los Jardines, 20 ",Nuevo Baztán,-,28514,660009910,-,eipocholines@hotmail.com,-,Privado,Primaria
3452,Madrid-Capital,28073768,EIPR,POMPAS,"Calle De Los Yébenes, 255 ",Madrid,Latina,28047,915098828,-,-,info@escuelainfantilpompas.com,Privado,Primaria
3453,Madrid-Sur,28067999,EIPR,POMPITAS,"Plaza De Las Escuelas, 1 ",Alcorcón,-,28921,916113353,-,eipompitas@yahoo.es,-,Privado,Primaria
3454,Madrid-Este,28073082,EIPR,PRAVIA,"Calle De Bulgaria, 1 ",Alcalá de Henares,-,28802,918815784,-,-,ei.pravia@hotmail.es,Privado,Primaria
3455,Madrid-Capital,28059140,EIPR,PRIMEROS PASOS,"Calle Del Campo De La Paloma, 12 ",Madrid,Puente de Vallecas,28018,917788144,-,primeros.pasos@hotmail.com,-,Privado,Primaria
3456,Madrid-Sur,28067914,EIPR,PRIMEROS PASOS,"Calle De Porto Colón, 2 ",Alcorcón,-,28924,-,-,eiprimerospasos@hotmail.com,patriciaprior@hotmail.es,Privado,Primaria
3457,Madrid-Sur,28074360,EIPR,PRINCIPITO,"Calle Nuncio, 13 ",Leganés,-,28911,916803611,-,planetaprincipe@gmail.com,PLANETAPRINCIPE@GMAIL.COM,Privado,Primaria
3458,Madrid-Capital,28006846,EIPR,PROJARDIN BRUSELAS,"Calle De Brístol, 1 ",Madrid,Salamanca,28028,917252262,917252262,bruselas@projardin.es,-,Privado,Primaria
3459,Madrid-Capital,28049651,EIPR,PROJARDIN DELICIAS,"Paseo De Las Delicias, 65 ",Madrid,Arganzuela,28045,915303010,-,delicias@projardin.es,-,Privado,Primaria
3460,Madrid-Capital,28057295,EIPR,PROJARDIN MADRID-2,"Calle De Fermín Caballero, 61 ",Madrid,Fuencarral-El Pardo,28034,917397984,-,madridos@projardin.es,-,Privado,Primaria
3461,Madrid-Capital,28049705,EIPR,PROJARDIN PINAR,"Calle De Ramón Camarero, 3 ",Madrid,Fuencarral-El Pardo,28035,913866104,913862620,pinar@projardin.es,-,Privado,Primaria
3462,Madrid-Oeste,28049766,EIPR,PROJARDIN POZUELO,"Calle París, 1 ",Pozuelo de Alarcón,-,28224,913528000,913528000,POZUELO@PROJARDIN.ES,-,Privado,Primaria
3463,Madrid-Capital,28025920,EIPR,PROJARDIN RETIRO,"Plaza Del Doctor Laguna, 5 ",Madrid,Retiro,28009,914090968,915735357,retiro@projardin.es,-,Privado,Primaria
3464,Madrid-Este,28061547,EIPR,PROJARDIN RIVAS,"Calle De Los Robles, 27 ",Rivas-Vaciamadrid,-,28523,916663694,-,rivas@projardin.es,-,Privado,Primaria
3465,Madrid-Capital,28078912,EIPR,PROJARDIN VALDEBEBAS,"Calle De María De Las Mercedes De Borbón, 162 ",Madrid,Hortaleza,28055,-,-,-,-,Privado,Primaria
3466,Madrid-Capital,28056734,EIPR,PROJARDIN VENTAS,"Calle De Ramón Patuel, 10 ",Madrid,Ciudad Lineal,28017,917250134,917250134,ventas@projardin.es,-,Privado,Primaria
3467,Madrid-Este,28059541,EIPR,PUZZLE,"Calle Brasil, 5 ",Torrejón de Ardoz,-,28850,911621332,-,elarcademineli@gmail.com,-,Privado,Primaria
3468,Madrid-Este,28066338,EIPR,PUZZLE,"Calle Pilar Bardem, 98 ",Rivas-Vaciamadrid,-,28521,914996047,-,informacion@escuelainfantilpuzzle.com,vanermantecon@gmail.com,Privado,Primaria
3469,Madrid-Oeste,28073860,EIPR,PUZZLES,"Avenida De Pablo Iglesias, 26 ",Colmenarejo,-,28270,683434831,-,eipuzzles18@gmail.com,-,Privado,Primaria
3470,Madrid-Capital,28064500,EIPR,QUITA Y PON,"Calle De Don Quijote, 41 ",Madrid,Tetuán,28020,915333044,-,contabilidadquitaypon@gmail.com,escuelainfantilquitaypon@gmail.com,Privado,Primaria
3471,Madrid-Oeste,28067033,EIPR,RANITAS,"Calle Solana De La Caseta, 1 ","Boalo, El",-,28411,669137824,-,maglezn@gmail.com,ranitastuescuelainfantil@gmail.com,Privado,Primaria
3472,Madrid-Capital,28072636,EIPR,REGGIO,"Calle De San Juan De Ortega, 20 ",Madrid,Fuencarral-El Pardo,28050,681263676,-,informacion@escuelainfantilreggio.es,reggioescuelainfantil@gmail.com,Privado,Primaria
3473,Madrid-Este,28060488,EIPR,REINA CRISTINA III,"Calle Brigadas Internacionales, 4 ",Alcalá de Henares,-,28805,918024712,-,gestion@reinacristina.info,contacto@reinacristina.info,Privado,Primaria
3474,Madrid-Sur,28067471,EIPR,RISITAS,"Calle Bureba, 12 ",Leganés,-,28915,912283392,912283392,escuelarisitas@gmail.com,montserratpintadom@gmail.com,Privado,Primaria
3475,Madrid-Este,28072582,EIPR,RIVAS KIDS,"Calle Geranio, 29-31 ",Rivas-Vaciamadrid,-,28522,916669207,-,info@rivaskids.com,-,Privado,Primaria
3476,Madrid-Este,28077661,EIPR,ROCKING KIDS ENGLISH NURSEY SCHOOL,"Calle Benjamín Palencia, 2 ",Torrejón de Ardoz,-,28850,658209700,-,info@rockingkids.es,-,Privado,Primaria
3477,Madrid-Capital,28062928,EIPR,SAGRADOS CORAZONES,"Calle Del General Cabrera, 19 ",Madrid,Tetuán,28020,-,-,direccion@eisagradoscorazones.com,profeluis@eisagradoscorazones.com,Privado,Primaria
3478,Madrid-Capital,28028283,EIPR,SAN ALONSO DE OROZCO,"Calle De Vicente Aleixandre, 6 ",Madrid,Chamberí,28003,915531097,-,eisanalonso.madrid@agustinas.es,plazarodominguez@gmail.com,Privado,Primaria
3479,Madrid-Capital,28064159,EIPR,SAN JORGE,"Calle Del General Aranaz, 85 ",Madrid,San Blas-Canillejas,28027,917434536,-,directora@sanjorgeschool.com,administracion@sanjorgeschool.com,Privado,Primaria
3480,Madrid-Este,28071632,EIPR,SAN LUIS,"Calle Flores, 4 ",Alcalá de Henares,-,28807,-,-,-,escuelasanluis@hotmail.es,Privado,Primaria
3481,Madrid-Este,28066341,EIPR,SAN MARINO,"Avenida Juan Carlos I, 3 ",Alcalá de Henares,-,28806,918302909,-,circularsanmarino@hotmail.com,info@eisanmarino.es,Privado,Primaria
3482,Madrid-Capital,28067525,EIPR,SAN MIGUEL II,"Calle De Castuera, 16 ",Madrid,Latina,28047,915261184,-,e.i.sanmiguel@hotmail.com,lfresnillo@edu.ucm.es,Privado,Primaria
3483,Madrid-Capital,28070172,EIPR,SANCALO,"Calle De La Virgen De Aránzazu, 1 ",Madrid,Fuencarral-El Pardo,28034,917292339,-,centroinfantilsancalo@gmail.com,-,Privado,Primaria
3484,Madrid-Capital,28061973,EIPR,SANDY,"Calle De Seo De Urgel, 15 ",Madrid,Hortaleza,28033,917669384,-,e_i_sandy@hotmail.com,info@escuela-infantil-sandy.org,Privado,Primaria
3485,Madrid-Capital,28048348,EIPR,SANTA CATALINA,"Calle De La Fuente Del Rey, 44 ",Madrid,Moncloa-Aravaca,28023,913070598,-,ei_santacatalina@hotmail.com,antonia91254@gmail.com,Privado,Primaria
3486,Madrid-Capital,28069789,EIPR,SANTA ELENA,"Calle De Escalona, 81 ",Madrid,Latina,28024,-,-,-,escuelainfantilsantaelena@gmail.com,Privado,Primaria
3487,Madrid-Capital,28062734,EIPR,SANTA EUGENIA,"Calle De Puentelarra, 9 ",Madrid,Villa de Vallecas,28031,913313094,-,info@escuelainfantilsantaeugenia.com,-,Privado,Primaria
3488,Madrid-Norte,28050321,EIPR,SANTA ISABEL,"Calle Del Fuego, 31 ",Alcobendas,-,28100,916637020,-,ceisantaisabel@gmail.com,-,Privado,Primaria
3489,Madrid-Capital,28061951,EIPR,SANTA MARIA,"Calle De La Virgen De Lluc, 60 ",Madrid,Ciudad Lineal,28027,914036459,-,burgosperezcb@gmail.com,-,Privado,Primaria
3490,Madrid-Capital,28022281,EIPR,SANTA MONICA,"Calle De Villamanín, 29 ",Madrid,Latina,28011,914649839,-,santamonica93@gmail.com,-,Privado,Primaria
3491,Madrid-Capital,28078638,EIPR,SANTANDER ESPAÑA,"Calle De Juan Ignacio Luca De Tena, 11 ",Madrid,San Blas-Canillejas,28027,910688007,-,eisantanderespana@workandlife.com,-,Privado,Primaria
3492,Madrid-Sur,28068438,EIPR,SAPO SAPITO,"Calle San Vicente, 19 ",Getafe,-,28901,916819087,-,e.infantilheidi@hotmail.com,-,Privado,Primaria
3493,Madrid-Sur,28073719,EIPR,SAVELA,"Calle Anita Martínez, 18 ",Leganés,-,28918,912642109,-,savela@savela.es,administracion@savela.es,Privado,Primaria
3494,Madrid-Capital,28070536,EIPR,SIERRA DE FILABRES ES-COOL,"Calle De Sierra De Filabres, 71 ",Madrid,Puente de Vallecas,28038,664329335,-,escuelainfantil.escool.vallecas@gmail.com,escuelainfatil.escool.vallecas@gmail.com,Privado,Primaria
3495,Madrid-Capital,28066651,EIPR,SMILES BILINGUAL NURSEY SCHOOL,"Calle De Puente La Reina, 34 ",Madrid,Fuencarral-El Pardo,28050,914270783,-,info@escuelainfantilsmiles.es,oscar@escuelainfantilsmiles.es,Privado,Primaria
3496,Madrid-Norte,28065401,EIPR,SOLETES,"Calle San Lorenzo, 33 ",Soto del Real,-,28791,918476902,-,soletes.escuela@hotmail.com,info@centroinfantilsoletes.com,Privado,Primaria
3497,Madrid-Sur,28076812,EIPR,SOLO PEQUES,"Plaza Plaza Del Sol, 31 ",Móstoles,-,28938,915994371,-,info@solopeques.com,-,Privado,Primaria
3498,Madrid-Sur,28067011,EIPR,SONRISAS,"Calle Cadiz, 2 ",Leganés,-,28914,916937257,-,escuelainfantilsonrisas@gmail.com,rosacuadradoruiz@gmail.com,Privado,Primaria
3499,Madrid-Capital,28073987,EIPR,ST. ALICE'S NURSERY,"Calle De Fernández De La Hoz, 21 ",Madrid,Chamberí,28010,914463726,-,alicia@stalices.es,-,Privado,Primaria
3500,Madrid-Capital,28075431,EIPR,ST. ALICE'S NURSERY GALILEO,"Calle De Galileo, 47 ",Madrid,Chamberí,28015,-,-,-,-,Privado,Primaria
3501,Madrid-Capital,28061331,EIPR,SUECIA GARDEN,"Calle De Suecia, 11 ",Madrid,San Blas-Canillejas,28022,-,-,suecia@escuelasinfantilesgarden.es,-,Privado,Primaria
3502,Madrid-Sur,28078146,EIPR,SUEÑA,"Avenida Juan Pablo Ii, 22 ",Pinto,-,28320,910378803,910060994,escuelainfantilsuena@gmail.com,-,Privado,Primaria
3503,Madrid-Sur,28074271,EIPR,SUEÑOS,"Avenida Del Alcalde De Móstoles, 29 ",Móstoles,-,28933,-,-,-,escuelainfantilprivada@gmail.com,Privado,Primaria
3504,Madrid-Sur,28079576,EIPR,SUEÑOS,"Calle Mariano Gonzalez, 41 ",Navalcarnero,-,28600,606548531,-,garcia.gomez@hotmail.es,-,Privado,Primaria
3505,Madrid-Este,28064652,EIPR,SUEÑOS CON ALAS,"Calle José Cadalso, 25 ",Torrejón de Ardoz,-,28850,619842828,-,eisuenosconalas@gmail.com,-,Privado,Primaria
3506,Madrid-Norte,28061869,EIPR,SUEÑOS DE PAPEL,"Calle Valladolid, 33 ",San Sebastián de los Reyes,-,28701,912934314,-,rosario.solera@gmail.com,suenosdepapel.escuelainfantil@gmail.com,Privado,Primaria
3507,Madrid-Capital,28068153,EIPR,SUNNY BABY,"Calle Del Concejal Francisco José Jiménez Martín, 122a ",Madrid,Latina,28047,622305789,-,ei@sunnybaby.es,-,Privado,Primaria
3508,Madrid-Capital,28079291,EIPR,SUPER KIDS DAYCARE,"Avenida De Monasterio De El Escorial, 36 ",Madrid,Fuencarral-El Pardo,28049,-,-,-,-,Privado,Primaria
3509,Madrid-Este,28069832,EIPR,SUPER NENES,Calle De Junkal C/v A Los Sauces ,Rivas-Vaciamadrid,-,28522,686460731,-,info@supernenes.es,semillasdesarrolloinfantil@gmail.com,Privado,Primaria
3510,Madrid-Capital,28075248,EIPR,SURIKATA,"Calle De Manuel Pombo Angulo, 24 ",Madrid,Hortaleza,28050,-,-,info@surikata.es,direccion@surikata.es,Privado,Primaria
3511,Madrid-Norte,28063544,EIPR,SUS PEQUEÑOS PASOS,"Avenida De Bruselas, 5 ",Alcobendas,-,28109,914903580,-,direccion@educaenanos.es,-,Privado,Primaria
3512,Madrid-Capital,28072727,EIPR,TABATA,"Calle De Celanova, 9 ",Madrid,Fuencarral-El Pardo,28029,917313128,-,info@escuelainfantiltabata.es,-,Privado,Primaria
3513,Madrid-Capital,28067057,EIPR,TANIA JARDIN,"Avenida De Palomeras, 29 ",Madrid,Puente de Vallecas,28018,917781080,-,administracion@taniajardin.com,ADMIN@TAKANIVI.ES,Privado,Primaria
3514,Madrid-Capital,28060828,EIPR,TANUCA,"Calle De Longares, 36 ",Madrid,San Blas-Canillejas,28022,722509730,-,tanucaescuelainfantil@gmail.com,-,Privado,Primaria
3515,Madrid-Capital,28075947,EIPR,TEDDY,"Calle De León Gil De Palacio, 5 ",Madrid,Retiro,28007,915020978,-,teddy.centro_infantil@hotmail.com,-,Privado,Primaria
3516,Madrid-Oeste,28071267,EIPR,TEDDYS,"Calle Hermanos San Román, 8 ",Pozuelo de Alarcón,-,28224,-,-,teddysescuelainfantil@gmail.com,-,Privado,Primaria
3517,Madrid-Capital,28072806,EIPR,TEO,"Calle De Fernández De La Hoz, 36 ",Madrid,Chamberí,28010,-,-,info@escuelainfantilteo.es,fhoz@escuelainfantilteo.es,Privado,Primaria
3518,Madrid-Capital,28074104,EIPR,TEO BRETON,"Calle De Bretón De Los Herreros, 46 ",Madrid,Chamberí,28003,-,-,info@escuelainfantilteo.es,breton@escuelainfantilteo.es,Privado,Primaria
3519,Madrid-Oeste,28057301,EIPR,TETE,"Calle Ángel Alberquilla Pulín, 7 ",Torrelodones,-,28250,918591605,-,escuelainfantiltete@telefonica.net,tetealberquilla@gmail.com,Privado,Primaria
3520,Madrid-Capital,28074827,EIPR,THE LITTLE ONE,"Avenida De Alberto Alcocer, 24 ",Madrid,Chamartín,28036,914571203,-,tloescuelainfantil@gmail.com,ixiar40@gmail.com,Privado,Primaria
3521,Madrid-Este,28060981,EIPR,TIC-TAC,"Calle Real, 48 ",Paracuellos de Jarama,-,28860,654666749,-,centroinfantiltictac@gmail.com,tatiana.mateos@gmail.com,Privado,Primaria
3522,Madrid-Capital,28079667,EIPR,TIERRA LALA,"Calle Moscatelar, 21 ",Madrid,Hortaleza,28043,625712267,-,info@tierralala.com,-,Privado,Primaria
3523,Madrid-Capital,28066533,EIPR,TINY TOTS,"Avenida De Los Prunos, 80 ",Madrid,Hortaleza,28042,-,-,-,yolanda@licara.es,Privado,Primaria
3524,Madrid-Norte,28064950,EIPR,TITO GUSANITO,"Calle De Cádiz, 22 ",Alcobendas,-,28100,916629238,-,titogusanitosl@hotmail.com,sandracassier@gmail.com,Privado,Primaria
3525,Madrid-Este,28066922,EIPR,TIZA Y LAPIZ,"Calle De Jaime Vera, 12 ",Velilla de San Antonio,-,28891,916608349,-,tizaylapiz@outlook.es,josetrujillotem@outlook.es,Privado,Primaria
3526,Madrid-Capital,28057091,EIPR,TODO PARA LA INFANCIA,"Avenida Del Doctor Federico Rubio Y Galí, 106 ",Madrid,Moncloa-Aravaca,28039,914507782,914507782,todoparalainfancia@gmail.com,lanieva8@gmail.com,Privado,Primaria
3527,Madrid-Oeste,28066740,EIPR,TOPITOS,"Calle Sierra Aitana, 1 ",Collado Villalba,-,28400,656989361,-,cristinafdezs@hotmail.com,escuelaelparque@live.com,Privado,Primaria
3528,Madrid-Capital,28066454,EIPR,TOPOCHITOS,"Avenida Del Camino De Santiago, S/n ",Madrid,Fuencarral-El Pardo,28050,658439471,-,info@topochitos.com,-,Privado,Primaria
3529,Madrid-Capital,28075480,EIPR,TOPOCHITOS II,Calle De Cirauqui C/v A Calle Valcarlos ,Madrid,Fuencarral-El Pardo,28050,910254517,-,info@topochitos.com,-,Privado,Primaria
3530,Madrid-Capital,28079931,EIPR,TOPOCHITOS III,"Calle Del Concejal Victorino Granizo, 81 ",Madrid,Vicálvaro,28052,-,-,-,-,Privado,Primaria
3531,Madrid-Capital,28061274,EIPR,TOSCANA GARDEN,"Calle De Toscana, 114 ",Madrid,San Blas-Canillejas,28032,-,-,toscana@escuelasinfantilesgarden.es,-,Privado,Primaria
3532,Madrid-Norte,28076162,EIPR,TOY'S GARDEN,"Avenida De La Luz, 2 ",Tres Cantos,-,28760,910093588,-,infotoysgarden@gmail.com,toysgardentc@gmail.com,Privado,Primaria
3533,Madrid-Capital,28067070,EIPR,TRAPITOS,"Calle De La Limonita, 1 ",Madrid,Villaverde,28021,915055517,-,escuelatrapitos@gmail.com,-,Privado,Primaria
3534,Madrid-Norte,28049328,EIPR,TRASGOS,"Calle Eras De Arriba, 11 ",Guadalix de la Sierra,-,28794,918475866,-,eitrasgos@gmail.com,-,Privado,Primaria
3535,Madrid-Este,28073720,EIPR,"TRASTES, C.E.I. PARACUELLOS DEL JARAMA","Calle Quevedo (urbanización Miramadrid), S/n ",Paracuellos de Jarama,-,28860,916675325,-,paracuellos@escuelainfantiltrastes.es,mrocha@escuelainfantiltrastes.es,Privado,Primaria
3536,Madrid-Capital,28078134,EIPR,TRASTES CENTROS DE EDUCACION INFANTIL LAS TABLAS,"Camino De Santiago C/v Puerto De Somport, 1 ",Madrid,Fuencarral-El Pardo,28050,680498241,-,aarranz@escuelainfantiltrastes.es,lastablas@escuelainfantiltraastes.es,Privado,Primaria
3537,Madrid-Capital,28062278,EIPR,TRAZOS,"Calle De Los Condes De Torreanaz, 4 ",Madrid,Salamanca,28028,915743094,-,-,info@escuelainfantiltrazos.es,Privado,Primaria
3538,Madrid-Norte,28065051,EIPR,TRES CANTOS,"Plaza De Las Once Colmenas, 1 ",Tres Cantos,-,28760,696466805,-,laborababy@hotmail.com,-,Privado,Primaria
3539,Madrid-Norte,28061328,EIPR,TU JARDIN CON ENANITOS,"Sector Descubridores, 48 ",Tres Cantos,-,28760,918045491,-,eitujardinconenanitos@gmail.com,-,Privado,Primaria
3540,Madrid-Sur,28080189,EIPR,TU PRIMER COLE,"Calle De Abastos, 170 ",Aranjuez,-,28300,686871299,-,centroinfantil@tuprimercole.es,centroestudiosinnova@gmail.com,Privado,Primaria
3541,Madrid-Capital,28080131,EIPR,ULU,"Calle Andrés Torrejón, 18 ",Madrid,Retiro,28014,689399565,-,escuelainfantilulu@gmail.com,-,Privado,Primaria
3542,Madrid-Capital,28079904,EIPR,UP! KIDS SCHOOL,"Ronda De Sobradiel, 68 ",Madrid,Hortaleza,28043,-,-,info@upkidsschool.com,-,Privado,Primaria
3543,Madrid-Capital,28078316,EIPR,VALDEBEBITOS,"Calle De Manuel Fraga Iribarne, 35 ",Madrid,Barajas,28055,676217721,-,admin@valdebebitos.es,info@valdebebitos.es,Privado,Primaria
3544,Madrid-Este,28067094,EIPR,VELILLA,"Calle Lagartijo, 2 ",Velilla de San Antonio,-,28891,916609649,-,yolanda@escuelasinfantilesvelilla.com,info@escuelasinfantilesvelilla.com,Privado,Primaria
3545,Madrid-Sur,28080153,EIPR,VERDE LIMON,"Calle Cruz De La Sangre, 29 ",Sevilla la Nueva,-,28609,-,-,-,-,Privado,Primaria
3546,Madrid-Capital,28069339,EIPR,VICKIE,"Calle De Francisco Laguna, 17 ",Madrid,Puente de Vallecas,28053,914773508,-,hola@escuelainfantilvickie.es,escuelainfantilvickie@gmail.com,Privado,Primaria
3547,Madrid-Capital,28022359,EIPR,VIDA,"Calle Del Corregidor José De Pasamonte, 5 ",Madrid,Moratalaz,28030,914309859,-,centrovida@centrovida.es,-,Privado,Primaria
3548,Madrid-Este,28065164,EIPR,VILLANENETES,"Calle Campo Real, 6 ",Alcalá de Henares,-,28806,918897650,-,aliciag_moreno@hotmail.com,info@villanenetes.com,Privado,Primaria
3549,Madrid-Oeste,28067100,EIPR,VILLANUEVA RENACUAJOS,"Calle Dulcinea, 18 ",Villanueva de la Cañada,-,28691,918155627,-,vrenacuajos@gmail.com,direccion@escuelainfantilrenacuajos.com,Privado,Primaria
