,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
4010,Madrid-Oeste,28076058,CAU ENS. DEP. GM/SUP,CENTRO DEPORTIVO ZOLA,"Avenida Esparta, 6 ","Rozas de Madrid, Las",-,28232,916316253,-,secretaria@colegioszola.es,-,Privado,Primaria,40.5191466,-3.9057726,"Avenida Esparta, 6 "
4011,Madrid-Este,28079126,CAU ENS. DEP. GM/SUP,CENTRO SUPERIOR DE ENSEÑANZAS DEPORTIVAS ALFONSO X EL SABIO,"Avenida De La Constitución, S/n ",Loeches,-,28890,-,-,-,-,Privado,Primaria,40.3867166,-3.4162388,Avenida De La Constitución  
4012,Madrid-Capital,28080335,CAU ENS. DEP. GM/SUP,CESUR OPEN AMOROS,"Calle De Joaquín Turina, 37 ",Madrid,Carabanchel,28044,-,-,-,-,Privado,Primaria,40.3718256,-3.756148,"Calle De Joaquín Turina, 37 "
4013,Madrid-Oeste,28064019,CAU ENS. DEP. GM/SUP,CIUDAD DEL FUTBOL,"Calle Ramón Y Cajal, S/n ","Rozas de Madrid, Las",-,28232,914959800,914959801,ocallejo@rfef.es,-,Privado,Primaria,40.4939556,-3.9635125,Calle Ramón Y Cajal  
4014,Madrid-Capital,28072491,CAU ENS. DEP. GM/SUP,ESCUELA DE ENTRENADORES ESTUDIANTES,"Calle De Fromista, 1 ",Madrid,Fuencarral-El Pardo,28050,915624022,-,escueladeentrenadores@clubestudiantes.com,-,Privado,Primaria,40.50921175,-3.6790828942425824,"Calle De Fromista, 1 "
4015,Madrid-Capital,28080633,CAU ENS. DEP. GM/SUP,ESCUELA DEPORTIVA LICEO SOROLLA B,"Calle De Nueva Zelanda, 21 ",Madrid,Moncloa-Aravaca,28035,-,-,-,-,Privado,Primaria,N/A,N/A,"Calle De Nueva Zelanda, 21 "
4016,Madrid-Norte,28076630,CAU ENS. DEP. GM/SUP,ESCUELA HIPICA SOTO DEL ESPINAR,"Camino Del Espinar, S/n ",Fuente el Saz de Jarama,-,28140,916200740,-,laura@sotodelespinar.com,gerencia@sotodelespinar.com,Privado,Primaria,40.6007719,-3.5110952,Camino Del Espinar  
4017,Madrid-Capital,28079141,CAU ENS. DEP. GM/SUP,ESCUELA NACIONAL DE ENTRENADORES DE ESGRIMA,"Calle De Matilde Landa, 18 ",Madrid,Tetuán,28029,-,-,-,-,Privado,Primaria,40.4732407,-3.6951801,"Calle De Matilde Landa, 18 "
4018,Madrid-Oeste,28080700,CAU ENS. DEP. GM/SUP,ESCUELA NACIONAL DE EQUITACION,"Carretera M-600 (el Escorial A Guadarrama), Km1,2 ",Guadarrama,-,-,619023075,-,director@catedraeduka.com,gerencia@escuelanacionalequitacion.es,Privado,Primaria,N/A,N/A,"Carretera M-600 (el Escorial A Guadarrama), Km1,2 "
4019,Madrid-Capital,28075421,CAU ENS. DEP. GM/SUP,ESCUNE FORMACION,"Paseo De Alberto Palacios, 75 ",Madrid,Villaverde,28021,916658303,-,info@escune.com,formacion@escune.com,Privado,Primaria,40.3461757,-3.7110122,"Paseo De Alberto Palacios, 75 "
4020,Madrid-Capital,28078924,CAU ENS. DEP. GM/SUP,"FORMACION, DEPORTE Y EMPLEO ESCUELA DEPORTIVA","Calle De Alcalá, 587 ",Madrid,San Blas-Canillejas,28022,615293471,-,direccion@formaciondeporteyempleo.es,gestion@formaciondeporteyempleo.es,Privado,Primaria,40.419093,-3.6939294,"Calle De Alcalá, 587 "
4021,Madrid-Sur,28077154,CAU ENS. DEP. GM/SUP,GM FOOTBALL ACADEMY,"Calle Camino De Humanes, 40 ",Móstoles,-,28938,910089832,-,info@gmfacademy.com,dani.marquez@gmfacademy.com,Privado,Primaria,40.3172567,-3.8601676,"Calle Camino De Humanes, 40 "
4022,Madrid-Norte,28077488,CAU ENS. DEP. GM/SUP,HIPICA CLUB DEPORTIVO DEL JARAMA-RACE,"Carretera Burgos Km.28,1urb. Ciudalcampo ",San Sebastián de los Reyes,-,-,-,-,-,-,Privado,Primaria,N/A,N/A,"Carretera Burgos Km.28,1urb. Ciudalcampo "
4023,Madrid-Capital,28075522,CAU ENS. DEP. GM/SUP,INSTEDE MADRID SAN VIATOR,"Plaza De Fernández Ladreda, 2 ",Madrid,Usera,28026,670549114,-,info@instede.com,-,Privado,Primaria,40.3852057,-3.717132,"Plaza De Fernández Ladreda, 2 "
4024,Madrid-Oeste,28078389,CAU ENS. DEP. GM/SUP,MADRID FOOTBALL ACADEMY,"Calle Transversal Cuatro, 4 ",Pozuelo de Alarcón,-,-,-,-,-,-,Privado,Primaria,N/A,N/A,"Calle Transversal Cuatro, 4 "
4025,Madrid-Oeste,28075339,CAU ENS. DEP. GM/SUP,MIRABAL SPORTS TRAINING CENTER,"Calle Del Monte Almenara, S/n ",Boadilla del Monte,-,28669,649963121,-,info@mifra.es,rrodriguez@colegiomirabal.com,Privado,Primaria,N/A,N/A,Calle Del Monte Almenara  
4026,Madrid-Oeste,28077701,CAU ENS. DEP. GM/SUP,MONTESSIERRA,"Avenida De Mataespesa, 45 ",Alpedrete,-,28430,918579303,-,secretaria@tecnicosdeportivosmontessierra.com,enebral@montessorischool.es,Privado,Primaria,40.6600991,-4.0370872,"Avenida De Mataespesa, 45 "
4027,Madrid-Capital,28079163,CAU ENS. DEP. GM/SUP,MONTFORT BASKET SG,"Calle De Eugenia De Montijo, 92 ",Madrid,-,-,-,-,-,-,Privado,Primaria,40.3774117,-3.748992,"Calle De Eugenia De Montijo, 92 "
4028,Madrid-Sur,28077166,CAU ENS. DEP. GM/SUP,TANDEM,"Calle De Asturias, 8 ",Alcorcón,-,28922,687880691,-,madrid@tdtandem.com,-,Privado,Primaria,40.4315357,-3.5285428032885675,"Calle De Asturias, 8 "
4029,Madrid-Este,28077452,CAU ENS. DEP. GM/SUP,TD JUMP UP,"Plaza Pablo De Olavide, S/n ",Torrejón de Ardoz,-,28850,911766620,-,info@fpmadrid.es,gestion@fpmadrid.es,Privado,Primaria,N/A,N/A,Plaza Pablo De Olavide  
4030,Madrid-Sur,28076010,CAU ENS. DEP. GM/SUP,UFEDEMA-CENTRO DE ENSEÑANZAS DEPORTIVAS,"Calle Tajo, S/n ",Villaviciosa de Odón,-,28670,912115601,-,escuela@ufedema.org,-,Privado,Primaria,40.3717906,-3.9202297,Calle Tajo  
4031,Madrid-Capital,28080736,CAU ENS. DEP. GM/SUP,UNYVERSIA ACADEF MEDITERRANEA,"Calle De Las Canarias, 3 Y 5 ",Madrid,Arganzuela,28045,-,-,-,-,Privado,Primaria,40.4018071,-3.6923443,"Calle De Las Canarias, 3 Y 5 "
4032,Madrid-Capital,28078833,CAU ENS.DEP.G.M,AVANZA ASESORIA Y ORGANIZACION DE FORMACION CONTINUA.,"Ctra. Colmenar Viejo, Km 14,200 ",Madrid,-,-,-,-,-,-,Privado,Primaria,40.5185348,-3.7736149,"Ctra. Colmenar Viejo, Km 14,200 "
4033,Madrid-Capital,28080271,CAU ENS.DEP.G.M,CENTRO AUTORIZADO DE LA REAL FEDERACION ESPAÑOLA DE PIRAGÜISMO,"Calle Martín Fierro, 5 ",Madrid,Moncloa-Aravaca,28040,-,-,-,-,Privado,Primaria,40.43673185,-3.732248890674637,"Calle Martín Fierro, 5 "
4034,Madrid-Norte,28079060,CAU ENS.DEP.G.M,CLUB AIRES DE JARAMA,"Cañada De Barco Viejo, 318 ",Fuente el Saz de Jarama,-,28140,630740030,-,hipicalosariesdejarama@gmail.com,ireneg1982@yahoo.es,Privado,Primaria,N/A,N/A,"Cañada De Barco Viejo, 318 "
4035,Madrid-Capital,28080384,CAU ENS.DEP.G.M,DINAMICA CRC,"Calle De Arturo Soria, 206 ",Madrid,Ciudad Lineal,28033,-,-,-,-,Privado,Primaria,40.4605259,-3.6609974536400083,"Calle De Arturo Soria, 206 "
4036,Madrid-Sur,28076711,CAU ENS.DEP.G.M,HIPICA VILLAVICIOSA,"Calle Pedraza, S/n ",Villaviciosa de Odón,-,28670,616567702,-,yagogros@hotmail.com,-,Privado,Primaria,40.3686117,-3.8842267,Calle Pedraza  
4037,Madrid-Oeste,28080220,CAU ENS.DEP.G.M,SEK INTERNATIONAL SPORTS ACADEMY,"Calle Castillo De Alarcon, 49 ",Villanueva de la Cañada,-,28692,-,-,-,-,Privado,Primaria,40.4767901,-3.9408771,"Calle Castillo De Alarcon, 49 "
4038,Madrid-Norte,28080001,CAU ENS.DEP.G.M,123 COACH,"Calle De La Salvia, 24 ",Alcobendas,-,28109,639959685,-,123coachacademy@gmail.com,-,Privado,Primaria,40.5271777,-3.6320258,"Calle De La Salvia, 24 "
4039,Madrid-Sur,28077816,CAU ENS.DEP.G.S.,AFINES EQUESTRIAN,"Camino Del Olivar De Veliso, S/n ",Brunete,-,28690,-,-,-,-,Privado,Primaria,40.4242653,-3.9922691,Camino Del Olivar De Veliso  
4040,Madrid-Oeste,28077026,CAU ENS.DEP.G.S.,CENTRO DE ENSEÑANZAS DEPORTIVAS DE LA UNIVERSIDAD CAMILO JOSE CELA,"Calle Castillo De Alarcón, 49 ",Villanueva de la Cañada,-,28692,918153131,-,sguil@ucjc.edu,emartinez@ucjc.edu,Privado,Primaria,40.4767901,-3.9408771,"Calle Castillo De Alarcón, 49 "
4041,Madrid-Capital,28075972,CAU EL MUS-DANZA,ESCUELA DE MUSICA Y DANZA ARENALES,"Avenida De Los Poblados, 151 ",Madrid,Carabanchel,28025,912250610,-,carabanchel@colegioarenales.es,-,Privado,Primaria,40.3733863,-3.7418671,"Avenida De Los Poblados, 151 "
4042,Madrid-Capital,28080530,CAU EL MUS-DANZA,INSTITUTO DE ARTES ESCENICAS,"Calle De Monasterio De Oseira, S/n ",Madrid,Fuencarral-El Pardo,28049,635883050,-,institutoartesescenicas@csmb.es,-,Privado,Primaria,N/A,N/A,Calle De Monasterio De Oseira  
4043,Madrid-Este,28078936,CAU EL MUS-DANZA,SJE ARTES ESCENICAS,"Calle Valle Del Tormes, 2 ",Torrejón de Ardoz,-,28850,-,-,-,-,Privado,Primaria,40.4276327,-3.8987482,"Calle Valle Del Tormes, 2 "
4044,Madrid-Capital,28049808,CAU PROF MUS-DANZA,MUSICA CREATIVA,"Calle De La Palma, 35 ",Madrid,Centro,28004,915211156,-,mcaro@musicacreativa.com,secretaria@musicacreativa.com,Privado,Primaria,40.4263461,-3.7044576,"Calle De La Palma, 35 "
4045,Madrid-Sur,28081121,-,FP MADRID LEGANES,"Calle Del Alcalde Francisco Moreno Menéndez, 18 ",Leganés,-,28914,-,-,-,-,-,Primaria,40.318622,-3.7811817,"Calle Del Alcalde Francisco Moreno Menéndez, 18 "
1,Madrid-Oeste,28060816,CIMELPR PRSEC,PADRE ANTONIO SOLER,"Calle Floridablanca, 3 ",San Lorenzo de El Escorial,-,28200,918903611,918905994,cim.sanlorenzo@educa.madrid.org,-,Público,Secundaria,40.590511649999996,-4.147427392420516,"Calle Floridablanca, 3 "
2,Madrid-Capital,28065711,CIMPR SEC,FEDERICO MORENO TORROBA,"Calle Del General Ricardos, 177 ",Madrid,Carabanchel,28025,914698614,915650151,cim.morenotorroba.madrid@educa.madrid.org,-,Público,Secundaria,40.38202875,-3.736474014729084,"Calle Del General Ricardos, 177 "
3,Madrid-Capital,28066065,CREI,SAGRADO CORAZON DE JESUS,Plaza Duque De Ahumada,Madrid,Fuencarral-El Pardo,28049,914650640,914611395,crei.scorazon.madrid@educa.madrid.org,-,Público,Secundaria,40.1895804,-3.6803733,Plaza Duque De Ahumada
4,Madrid-Este,28057222,IES,ADOLFO SUAREZ,"Paseo Del Radar, 33 ",Paracuellos de Jarama,-,28860,916581899,916580437,ies.adolfosuarez.paracuellos@educa.madrid.org,-,Público,Secundaria,40.502404,-3.5246871,"Paseo Del Radar, 33 "
5,Madrid-Sur,28077907,IES,AFRICA,"Calle Portugal, 41 ",Fuenlabrada,-,28943,916073584,916085507,ies.africa.fuenlabrada@educa.madrid.org,-,Público,Secundaria,40.2070572,-3.8600767,"Calle Portugal, 41 "
6,Madrid-Norte,28041354,IES,AGORA,"Calle Manuel De Falla, 54-56 ",Alcobendas,-,28100,916515700,916548684,ies.agora.alcobendas@educa.madrid.org,-,Público,Secundaria,40.4502754,-3.869527,"Calle Manuel De Falla, 54-56 "
7,Madrid-Capital,28033539,IES,ALAMEDA DE OSUNA,"Calle De Antonio Sancha, 11 ",Madrid,Barajas,28042,912761560,913291525,ies.alamedadeosuna.madrid@educa.madrid.org,-,Público,Secundaria,40.460872699999996,-3.5882869518675737,"Calle De Antonio Sancha, 11 "
8,Madrid-Norte,28040660,IES,ALDEBARAN,"Avenida De Valdelaparra, 90 ",Alcobendas,-,28108,916618085,916618238,ies.aldebaran.alcobendas@educa.madrid.org,-,Público,Secundaria,40.54333145,-3.660851263795721,"Avenida De Valdelaparra, 90 "
9,Madrid-Sur,28050537,IES,ALFONSO MORENO,"Calle Estudiantes, 3 ",Brunete,-,28690,918158371,918158399,ies.alfonsomoreno.brunete@educa.madrid.org,-,Público,Secundaria,40.3089157,-3.7400547,"Calle Estudiantes, 3 "
10,Madrid-Capital,28076368,IES,ALFREDO KRAUS,"Avenida De Guadalajara, 126 ",Madrid,San Blas-Canillejas,28022,912760100,917031659,ies.alfredokraus.madrid@educa.madrid.org,-,Público,Secundaria,40.42335855,-3.607989342654271,"Avenida De Guadalajara, 126 "
11,Madrid-Este,28039682,IES,ALKALA-NAHAR,"Calle Ávila, 1 ",Alcalá de Henares,-,28804,918819311,918819028,ies.alkalanahar.alcala@educa.madrid.org,-,Público,Secundaria,40.4138124,-3.8263075,"Calle Ávila, 1 "
12,Madrid-Este,28000467,IES,ALONSO DE AVELLANEDA,"Calle Vitoria, 3 ",Alcalá de Henares,-,28804,918881174,918883402,ies.alonsodeavellan.alcala@educa.madrid.org,-,Público,Secundaria,40.421968199999995,-3.5256368930781834,"Calle Vitoria, 3 "
13,Madrid-Este,28035305,IES,ALONSO QUIJANO,"Paseo De Las Moreras, 1 ",Alcalá de Henares,-,28803,918821411,918817229,ies.alonsoquijano.alcala@educa.madrid.org,-,Público,Secundaria,40.3461264,-3.7105468,"Paseo De Las Moreras, 1 "
14,Madrid-Sur,28039037,IES,ALPAJES,"Calle De Las Moreras, 28 ",Aranjuez,-,28300,918920298,918920522,ies.alpajes.aranjuez@educa.madrid.org,-,Público,Secundaria,40.0351898,-3.593644,"Calle De Las Moreras, 28 "
15,Madrid-Oeste,28046111,IES,ALPEDRETE,"Paraje Del Peralejo, S/n ",Alpedrete,-,28430,918514507,918491470,ies.alpedrete.alpedrete@educa.madrid.org,-,Público,Secundaria,40.5438267,-4.1281262,Paraje Del Peralejo  
16,Madrid-Norte,28040611,IES,AL-SATT,"Avenida De Europa, S/n ",Algete,-,28110,916282412,916282636,ies.alsatt.algete@educa.madrid.org,-,Público,Secundaria,40.5643979,-3.5002427,Avenida De Europa  
17,Madrid-Sur,28041411,IES,ALTAIR,"Carretera De Getafe-leganés, S/n ",Getafe,-,28904,916831621,-,ies.altair.getafe@educa.madrid.org,-,Público,Secundaria,N/A,N/A,Carretera De Getafe-leganés  
18,Madrid-Norte,28025129,IES,ALTO JARAMA,"Calle Caja Ahorros Y Monte De Piedad, 13 ",Torrelaguna,-,28180,918485654,918430864,ies.altojarama.torrelaguna@educa.madrid.org,-,Público,Secundaria,N/A,N/A,"Calle Caja Ahorros Y Monte De Piedad, 13 "
19,Madrid-Capital,28079370,IES,ANA FRANK,Calle Del Arroyo De Pozuelo ,Madrid,Moncloa-Aravaca,28023,638218736,-,ies.anafrank.madrid@educa.madrid.org,-,Público,Secundaria,40.4519777,-3.7853336,Calle Del Arroyo De Pozuelo 
20,Madrid-Este,28057209,IES,ANA MARIA MATUTE,"Calle Olivar, 14 ",Velilla de San Antonio,-,28891,916608987,916551596,ies.anammatute.velilla@educa.madrid.org,-,Público,Secundaria,40.3716069,-3.4841002,"Calle Olivar, 14 "
21,Madrid-Norte,28036991,IES,ANGEL CORELLA,"Calle Del Pradillo, 3 ",Colmenar Viejo,-,28770,918455650,918463022, ies.angelcorella.colmenarviejo@educa.madrid.org,-,Público,Secundaria,40.5475316,-4.1805595,"Calle Del Pradillo, 3 "
22,Madrid-Este,28044768,IES,ANSELMO LORENZO,"Avenida Abogados De Atocha, 4 ",San Martín de la Vega,-,28330,918087800,918958064,ies.anselmolorenzo.sanmartindelavega@educa.madrid.org,-,Público,Secundaria,40.3341648,-3.8739788,"Avenida Abogados De Atocha, 4 "
23,Madrid-Este,28064007,IES,ANTARES,"Calle Fernando Trueba, 10 ",Rivas-Vaciamadrid,-,28521,914996934,914996936,ies.antares.rivas@educa.madrid.org,-,Público,Secundaria,40.3188375,-3.742493,"Calle Fernando Trueba, 10 "
24,Madrid-Sur,28042671,IES,ANTONIO DE NEBRIJA,"Avenida De La O.n.u., 83 ",Móstoles,-,28936,916466443,916465334,ies.antoniodenebrija.mostoles@educa.madrid.org,-,Público,Secundaria,40.3168617,-3.8503966,"Avenida De La O.n.u., 83 "
25,Madrid-Capital,28037031,IES,ANTONIO DOMINGUEZ ORTIZ,"Calle De Los Andaluces, 36 ",Madrid,Puente de Vallecas,28038,913033235,913808187,ies.antoniodomingue.madrid@educa.madrid.org,-,Público,Secundaria,40.3893795,-3.6358237,"Calle De Los Andaluces, 36 "
26,Madrid-Capital,28078559,IES,ANTONIO FRAGUAS FORGES,"Calle Leganés, 20 ",Madrid,Arganzuela,28045,918175930,911911472,ies.forges.madrid@educa.madrid.org,-,Público,Secundaria,40.3978202,-3.6821247,"Calle Leganés, 20 "
27,Madrid-Sur,28042085,IES,ANTONIO GALA,"Calle Hermanos Grimm, 3 ",Móstoles,-,28935,916145263,916184304,ies.antoniogala.mostoles@educa.madrid.org,-,Público,Secundaria,40.3227879,-3.8841335,"Calle Hermanos Grimm, 3 "
28,Madrid-Este,28041391,IES,ANTONIO GAUDI,"Calle Del Júcar, 1 ",Coslada,-,28823,916733314,916733427,ies.antoniogaudi.coslada@educa.madrid.org,-,Público,Secundaria,40.4237878,-3.5390122,"Calle Del Júcar, 1 "
29,Madrid-Sur,28042061,IES,ANTONIO LOPEZ GARCÍA,"Calle De Los Arquitectos, 39 ",Getafe,-,28903,916835621,916835580,ies.antoniolopezgarcia.getafe@educa.madrid.org,-,Público,Secundaria,40.323915,-3.7256216,"Calle De Los Arquitectos, 39 "
30,Madrid-Este,28000522,IES,ANTONIO MACHADO,"Calle Alalpardo, S/n ",Alcalá de Henares,-,28806,918892450,918883916,ies.machado.alcala@educa.madrid.org,-,Público,Secundaria,40.490912,-3.3694963,Calle Alalpardo  
31,Madrid-Capital,28018460,IES,ARCIPRESTE DE HITA,"Ronda Sur, 6 ",Madrid,Puente de Vallecas,28053,917858510,915073457,ies.arciprestedehita.madrid@educa.madrid.org,-,Público,Secundaria,40.37629605,-3.6719406541435933,"Ronda Sur, 6 "
32,Madrid-Este,28028301,IES,ARQUITECTO PEDRO GUMIEL,"Calle Loeches, 1 ",Alcalá de Henares,-,28806,918898162,918898112,ies.arquitectopedro.alcala@educa.madrid.org,-,Público,Secundaria,40.3926705,-3.8410907,"Calle Loeches, 1 "
33,Madrid-Sur,28032471,IES,ARQUITECTO PERIDIS,"Avenida Alemania, 19 ",Leganés,-,28916,916867274,916803344,ies.arquitectoperid.leganes@educa.madrid.org,-,Público,Secundaria,40.3329391,-3.7444673,"Avenida Alemania, 19 "
34,Madrid-Oeste,28058640,IES,ARQUITECTO VENTURA RODRIGUEZ,"Calle De Severo Ochoa, 4 ",Boadilla del Monte,-,28660,916336271,916339594,ies.arquitectoventurarodriguez.boadilla@educa.madrid.org,-,Público,Secundaria,40.3326305,-3.5239086,"Calle De Severo Ochoa, 4 "
35,Madrid-Capital,28030575,IES,ARTURO SORIA,"Calle De Somontín, 59 ",Madrid,Hortaleza,28033,913028445,917668081,ies.arturosoria.madrid@educa.madrid.org,-,Público,Secundaria,40.4772111,-3.6589342,"Calle De Somontín, 59 "
36,Madrid-Norte,28058639,IES,ATENEA,"Plaza Santiago De Chuco, 1 ",San Sebastián de los Reyes,-,28702,916590934,91-6513469,ies.atenea.sansebastian@educa.madrid.org,-,Público,Secundaria,40.559255949999994,-3.6269824067709786,"Plaza Santiago De Chuco, 1 "
37,Madrid-Este,28046091,IES,ATENEA,"Calle Río Arlanza, 34 ",Alcalá de Henares,-,28803,918788896,918789214,ies.atenea.alcala@educa.madrid.org,-,Público,Secundaria,40.4686998,-3.3683394,"Calle Río Arlanza, 34 "
38,Madrid-Sur,28045815,IES,AVALON,"Calle Dalí, 50 ",Valdemoro,-,28342,918953211,918955555,ies.avalon.valdemoro@educa.madrid.org,-,Público,Secundaria,40.1958106,-3.6866395500145637,"Calle Dalí, 50 "
39,Madrid-Capital,28028428,IES,AVENIDA DE LOS TOREROS,"Avenida De Los Toreros, 57 ",Madrid,Salamanca,28028,913552326,913561205,ies.avenidadelostor.madrid@educa.madrid.org,-,Público,Secundaria,40.4324135,-3.6659288,"Avenida De Los Toreros, 57 "
40,Madrid-Sur,28058664,IES,BARRIO LORANCA,"Calle De Federica Montseny, 2 ",Fuenlabrada,-,28942,916047233,916046650,ies.barrioloranca.fuenlabrada@educa.madrid.org,-,Público,Secundaria,40.426276,-3.5276993185589625,"Calle De Federica Montseny, 2 "
41,Madrid-Capital,28020201,IES,BARRIO SIMANCAS,"Calle De Zaratán, 6 ",Madrid,San Blas-Canillejas,28037,913041570,917545083,ies.barriosimancas.madrid@educa.madrid.org,-,Público,Secundaria,N/A,N/A,"Calle De Zaratán, 6 "
42,Madrid-Capital,28020892,IES,BEATRIZ GALINDO,"Calle De Goya, 10 ",Madrid,Salamanca,28001,915764706,915760637,ies.beatrizgalindo.madrid@educa.madrid.org,-,Público,Secundaria,40.5996155,-3.9895637995291136,"Calle De Goya, 10 "
43,Madrid-Capital,28080037,IES,BLANCA FERNANDEZ OCHOA,"Calle De Alfredo Marquerie, 21 ",Madrid,Fuencarral-El Pardo,28034,680715136,-,ies.blancafdezochoa.madrid@educa.madrid.org,-,Público,Secundaria,40.486952900000006,-3.7008783395546088,"Calle De Alfredo Marquerie, 21 "
44,Madrid-Capital,28030927,IES,BLAS DE OTERO,"Calle De Maqueda, 130 ",Madrid,Latina,28024,917191511,917176845,ies.blasdeotero.madrid@educa.madrid.org,-,Público,Secundaria,40.3940403,-3.765983,"Calle De Maqueda, 130 "
45,Madrid-Sur,28028404,IES,BUTARQUE,"Calle Adolfo Marsillach, 5 ",Leganés,-,28918,916802011,916803628,ies.butarque.leganes@educa.madrid.org,-,Público,Secundaria,40.3197191,-3.7371651,"Calle Adolfo Marsillach, 5 "
46,Madrid-Sur,28041512,IES,CALATALIFA,"Calle San Antonio, 2 ",Villaviciosa de Odón,-,28670,916169295,916169296,ies.calatalifa.villaviciosa@educa.madrid.org,-,Público,Secundaria,40.6168672,-4.006763566244606,"Calle San Antonio, 2 "
47,Madrid-Capital,28020961,IES,CALDERON DE LA BARCA,"Calle De Antonio De Leyva, 84 ",Madrid,Carabanchel,28019,915608300,915650795,ies.calderondelabar.madrid@educa.madrid.org,-,Público,Secundaria,N/A,N/A,"Calle De Antonio De Leyva, 84 "
48,Madrid-Sur,28067628,IES,CALDERON DE LA BARCA,"Calle Francisco Bores, 3 ",Pinto,-,28320,916706645,916706938,ies.calderon.pinto@educa.madrid.org,-,Público,Secundaria,40.2560723,-3.697341,"Calle Francisco Bores, 3 "
49,Madrid-Oeste,28038914,IES,CAMILO JOSE CELA,"Avenida Del Monte, 16 ",Pozuelo de Alarcón,-,28223,917155811,913529511,ies.camilojosecela.pozuelodealarcon@educa.madrid.org,-,Público,Secundaria,40.43913995,-3.8192527870509823,"Avenida Del Monte, 16 "
50,Madrid-Oeste,28046352,IES,CAÑADA REAL,"Calle Carmen Martín Gaite, S/n ",Galapagar,-,28260,918583336,918585657,ies.canadareal.galapagar@educa.madrid.org,-,Público,Secundaria,40.5831652,-4.0087771,Calle Carmen Martín Gaite  
51,Madrid-Capital,28020934,IES,CARDENAL CISNEROS,"Calle De Los Reyes, 4 ",Madrid,Centro,28015,915224869,915216372,ies.cardenalcisnero.madrid@educa.madrid.org,secretaria.ies.cardenalcisnero.madrid@educa.madrid.org,Público,Secundaria,40.4244968,-3.708625744266481,"Calle De Los Reyes, 4 "
52,Madrid-Este,28039670,IES,CARDENAL CISNEROS,"Calle Cardenal Sandoval Y Rojas, 1 ",Alcalá de Henares,-,28802,918817263,918817347,ies.cardenalcisnero.alcala@educa.madrid.org,-,Público,Secundaria,N/A,N/A,"Calle Cardenal Sandoval Y Rojas, 1 "
53,Madrid-Capital,28020855,IES,CARDENAL HERRERA ORIA,"Calle De Fermín Caballero, 68 ",Madrid,Fuencarral-El Pardo,28034,913781940,917385794,ies.cardenalherrera.madrid@educa.madrid.org,-,Público,Secundaria,40.4872132,-3.6992586,"Calle De Fermín Caballero, 68 "
54,Madrid-Oeste,28039943,IES,CARLOS BOUSOÑO,"Calle Pinos, 10 ",Majadahonda,-,28221,916347660,916342046,ies.carlosbousono.majadahonda@educa.madrid.org,-,Público,Secundaria,40.4454307,-3.8397607,"Calle Pinos, 10 "
55,Madrid-Capital,28020557,IES,CARLOS III,"Calle De Arcos De Jalón, 116 ",Madrid,San Blas-Canillejas,28037,913064069,913135164,ies.carlostercero.madrid@educa.madrid.org,-,Público,Secundaria,40.42518,-3.6149149,"Calle De Arcos De Jalón, 116 "
56,Madrid-Oeste,28044306,IES,CARMEN CONDE,"Avenida De Atenas, 45bis ","Rozas de Madrid, Las",-,28232,916319487,916317252,ies.carmenconde.lasrozas@educa.madrid.org,-,Público,Secundaria,40.5257027,-3.9171158,"Avenida De Atenas, 45bis "
57,Madrid-Sur,28023327,IES,CARMEN MARTIN GAITE,"Carretera De Cadalso De Los Vidrios, S/n ",Navalcarnero,-,28600,918110565,918113761,ies.carmenmartingai.navalcarnero@educa.madrid.org,-,Público,Secundaria,40.3210604,-4.3810399,Carretera De Cadalso De Los Vidrios  
58,Madrid-Oeste,28022207,IES,CARMEN MARTÍN GAITE,"Avenida Del Marqués De Santillana, 14 ",Moralzarzal,-,28411,918578517,918578929,ies.carmenmartingai.moralzarzal@educa.madrid.org,-,Público,Secundaria,40.6750276,-3.974266,"Avenida Del Marqués De Santillana, 14 "
59,Madrid-Este,28040684,IES,CARPE DIEM,"Calle Álvarez Laviada, 3 ",Chinchón,-,28370,918940214,918935138,ies.carpediem.chinchon@educa.madrid.org,-,Público,Secundaria,40.140135,-3.4151321,"Calle Álvarez Laviada, 3 "
60,Madrid-Sur,28070962,IES,CARPE DIEM,"Avenida De Nuevo Versalles, 6 Bis ",Fuenlabrada,-,28942,916045283,914869609,ies.carpediem.fuenlabrada@educa.madrid.org,-,Público,Secundaria,40.3002121,-3.8292883,"Avenida De Nuevo Versalles, 6 Bis "
61,Madrid-Capital,28030174,IES,CELESTINO MUTIS,"Calle De Huerta De Villaverde, 15 ",Madrid,Villaverde,28021,917954006,915053829,ies.celestinomutis.madrid@educa.madrid.org,-,Público,Secundaria,40.3484592,-3.7125618,"Calle De Huerta De Villaverde, 15 "
62,Madrid-Capital,28004059,IES,CERVANTES,"Calle De Embajadores, 70 ",Madrid,Centro,28012,915285061,915276281,ies.cervantes.madrid@educa.madrid.org,-,Público,Secundaria,40.405843450000006,-3.7032309880761707,"Calle De Embajadores, 70 "
63,Madrid-Capital,28032481,IES,CIUDAD DE JAEN,"Camino Del Río, 5 ",Madrid,Usera,28041,913173000,-,ies.ciudaddejaen.madrid@educa.madrid.org,-,Público,Secundaria,40.3716516,-3.6996946,"Camino Del Río, 5 "
